iter	Passed	Remaining
953	11924	13074
954	11934	13058
955	11944	13044
956	11954	13029
957	11964	13014
958	11979	13003
959	11991	12990
960	12008	12983
961	12018	12968
962	12028	12952
963	12038	12937
964	12054	12929
965	12067	12917
966	12094	12920
967	12103	12904
968	12121	12896
969	12134	12884
970	12153	12879
971	12167	12869
972	12180	12856
973	12189	12840
974	12199	12824
975	12208	12809
976	12219	12794
977	12234	12784
978	12250	12776
979	12264	12764
980	12273	12748
981	12283	12733
982	12294	12719
983	12308	12709
984	12319	12695
985	12329	12680
986	12344	12670
987	12355	12655
988	12369	12644
989	12383	12634
990	12397	12622
991	12407	12607
992	12416	12591
993	12431	12581
994	12445	12570
995	12462	12562
996	12474	12549
997	12488	12538
998	12501	12526
999	12517	12517
1000	12535	12510
1001	12551	12501
1002	12567	12492
1003	12581	12481
1004	12597	12472
1005	12609	12459
1006	12622	12447
1007	12634	12433
1008	12648	12422
1009	12663	12412
1010	12676	12400
1011	12685	12384
1012	12695	12369
1013	12711	12360
1014	12721	12345
1015	12732	12331
1016	12741	12315
1017	12751	12300
1018	12761	12285
1019	12771	12270
1020	12782	12256
1021	12793	12242
1022	12804	12228
1023	12813	12213
1024	12824	12198
1025	12833	12182
1026	12843	12168
1027	12853	12153
1028	12862	12137
1029	12878	12128
1030	12891	12116
1031	12912	12112
1032	12923	12098
1033	12933	12082
1034	12942	12067
1035	12952	12052
1036	12965	12039
1037	12977	12027
1038	12991	12016
1039	13004	12003
1040	13022	11996
1041	13035	11985
1042	13045	11969
1043	13060	11959
1044	13073	11947
1045	13083	11932
1046	13093	11918
1047	13103	11903
1048	13114	11889
1049	13126	11876
1050	13141	11865
1051	13150	11850
1052	13161	11836
1053	13170	11821
1054	13181	11807
1055	13191	11792
1056	13202	11778
1057	13211	11762
1058	13220	11747
1059	13230	11732
1060	13240	11718
1061	13250	11703
1062	13260	11688
1063	13272	11675
1064	13282	11661
1065	13292	11646
1066	13302	11631
1067	13311	11616
1068	13324	11604
1069	13339	11594
1070	13355	11585
1071	13368	11572
1072	13382	11561
1073	13395	11549
1074	13406	11535
1075	13431	11534
1076	13441	11519
1077	13451	11504
1078	13460	11489
1079	13472	11476
1080	13483	11462
1081	13493	11448
1082	13514	11442
1083	13530	11433
1084	13543	11421
1085	13560	11412
1086	13574	11401
1087	13587	11389
1088	13605	11381
1089	13620	11371
1090	13629	11356
1091	13640	11341
1092	13650	11327
1093	13665	11317
1094	13679	11305
1095	13690	11292
1096	13704	11280
1097	13716	11268
1098	13725	11252
1099	13735	11238
1100	13747	11225
1101	13758	11211
1102	13770	11198
1103	13782	11185
1104	13794	11172
1105	13803	11157
1106	13812	11142
1107	13821	11127
1108	13832	11113
1109	13842	11099
1110	13852	11084
1111	13865	11072
1112	13875	11057
1113	13885	11043
1114	13906	11038
1115	13920	11026
1116	13935	11016
1117	13953	11007
1118	13964	10994
1119	13974	10980
1120	13984	10965
1121	13999	10954
1122	14010	10941
1123	14020	10927
1124	14034	10915
1125	14049	10905
1126	14067	10896
1127	14085	10889
1128	14095	10874
1129	14105	10859
1130	14114	10844
1131	14130	10834
1132	14147	10825
1133	14160	10814
1134	14172	10800
1135	14187	10790
1136	14198	10776
1137	14208	10762
1138	14222	10751
1139	14238	10741
1140	14248	10726
1141	14257	10711
1142	14266	10696
1143	14282	10686
1144	14296	10675
1145	14308	10662
1146	14320	10649
1147	14333	10637
1148	14346	10625
1149	14360	10613
1150	14372	10601
1151	14382	10587
1152	14398	10576
1153	14414	10567
1154	14429	10556
1155	14442	10544
1156	14459	10535
1157	14477	10526
1158	14490	10514
1159	14508	10505
1160	14524	10496
1161	14537	10484
1162	14548	10470
1163	14570	10464
1164	14590	10457
1165	14600	10443
1166	14609	10428
1167	14618	10413
1168	14628	10399
1169	14637	10384
1170	14648	10370
1171	14666	10361
1172	14676	10347
1173	14687	10333
1174	14696	10318
1175	14706	10304
1176	14724	10295
1177	14738	10284
1178	14751	10272
1179	14763	10259
1180	14774	10245
1181	14785	10232
1182	14795	10218
1183	14806	10204
1184	14819	10192
1185	14835	10182
1186	14850	10171
1187	14862	10158
1188	14876	10146
1189	14890	10135
1190	14903	10123
1191	14919	10113
1192	14928	10098
1193	14938	10084
1194	14949	10070
1195	14966	10060
1196	14979	10048
1197	14995	10038
1198	15010	10027
1199	15020	10013
1200	15038	10004
1201	15052	9993
1202	15068	9983
1203	15079	9969
1204	15093	9957
1205	15110	9948
1206	15123	9935
1207	15133	9921
1208	15142	9907
1209	15156	9895
1210	15169	9883
1211	15180	9869
1212	15190	9855
1213	15204	9844
1214	15218	9832
1215	15231	9820
1216	15245	9808
1217	15254	9794
1218	15264	9779
1219	15274	9765
1220	15284	9751
1221	15294	9737
1222	15304	9723
1223	15314	9708
1224	15325	9695
1225	15335	9681
1226	15346	9667
1227	15355	9653
1228	15365	9639
1229	15375	9625
1230	15388	9613
1231	15406	9603
1232	15419	9591
1233	15427	9576
1234	15438	9562
1235	15447	9548
1236	15457	9534
1237	15467	9520
1238	15480	9507
1239	15489	9493
1240	15499	9479
1241	15510	9466
1242	15525	9455
1243	15544	9446
1244	15561	9436
1245	15571	9422
1246	15580	9408
1247	15591	9394
1248	15600	9380
1249	15610	9366
1250	15621	9352
1251	15633	9339
1252	15648	9329
1253	15657	9314
1254	15669	9301
1255	15679	9287
1256	15688	9273
1257	15699	9260
1258	15715	9249
1259	15737	9242
1260	15747	9228
1261	15757	9214
1262	15767	9200
1263	15777	9186
1264	15790	9174
1265	15805	9163
1266	15814	9149
1267	15826	9136
1268	15836	9122
1269	15849	9110
1270	15858	9096
1271	15868	9082
1272	15879	9068
1273	15893	9056
1274	15911	9047
1275	15926	9036
1276	15942	9026
1277	15955	9013
1278	15966	9000
1279	15974	8985
1280	15984	8971
1281	15995	8958
1282	16007	8945
1283	16022	8934
1284	16035	8922
1285	16049	8911
1286	16067	8901
1287	16081	8889
1288	16093	8877
1289	16108	8866
1290	16121	8853
1291	16131	8839
1292	16140	8825
1293	16150	8811
1294	16160	8797
1295	16170	8783
1296	16183	8771
1297	16191	8756
1298	16199	8742
1299	16209	8728
1300	16223	8716
1301	16240	8706
1302	16253	8694
1303	16262	8680
1304	16271	8665
1305	16280	8651
1306	16290	8637
1307	16299	8623
1308	16314	8611
